gfx,cu_num,M,N,K,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx950,256,32768,2560,4096,ck,13,0,392.3196,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1751.62,796.48,0.0
gfx950,256,1,3072,2048,ck,7,0,7.2249,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,1.74,871.94,0.0
gfx950,256,2,3072,2048,ck,7,0,7.4827,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,3.36,842.99,0.0
gfx950,256,16,3072,2048,ck,7,0,6.8232,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,29.51,941.28,0.0
gfx950,256,256,3072,2048,ck,11,0,9.3418,a8w8_blockscale_bpreshuffle_1x128x128_256x32x128x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,344.82,897.96,0.0
gfx950,256,4096,3072,2048,ck,13,0,41.8638,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1231.13,951.8,0.0
gfx950,256,8192,3072,2048,ck,13,0,76.4197,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1348.86,960.49,0.0
gfx950,256,16384,3072,2048,ck,13,0,143.5179,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1436.46,979.04,0.0
gfx950,256,32768,3072,2048,ck,13,0,264.8182,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1556.98,1037.42,0.0
gfx950,256,2,4096,2048,ck,7,0,6.964,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,4.82,1207.51,0.0
gfx950,256,4,4096,2048,ck,7,0,7.2959,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,9.2,1155.38,0.0
gfx950,256,8,4096,2048,ck,7,0,7.3561,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,18.25,1151.5,0.0
gfx950,256,32,4096,2048,ck,12,0,7.9402,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,67.61,1097.74,0.0
gfx950,256,128,4096,2048,ck,7,0,7.6378,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,281.17,1269.91,0.0
gfx950,256,512,4096,1024,asm,2,1,8.724,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,492.32,1021.65,0.0
gfx950,256,512,4096,2048,asm,2,1,12.2763,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,699.72,1110.39,0.0
gfx950,256,4096,4096,2048,ck,13,0,54.8859,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1252.04,917.02,0.0
gfx950,256,8192,4096,1024,ck,14,0,69.6632,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,986.45,1143.96,0.0003
gfx950,256,8192,4096,2048,ck,13,0,100.0583,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1373.59,922.21,0.0
gfx950,256,16384,4096,1024,ck,13,0,131.4292,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1045.73,1180.78,0.0
gfx950,256,16384,4096,2048,ck,13,0,187.6366,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1464.95,938.84,0.0
gfx950,256,32768,4096,1024,ck,14,0,238.3201,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1153.4,1284.76,0.0004
gfx950,256,32768,4096,2048,ck,13,1,345.9207,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1589.25,994.25,0.0
gfx950,256,1,4352,4096,ck,7,0,12.4512,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,2.86,1432.68,0.0
gfx950,256,2,4352,4096,ck,7,0,12.3935,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,5.75,1440.38,0.0
gfx950,256,4,4352,4096,ck,7,0,12.3954,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,11.5,1442.23,0.0
gfx950,256,8,4352,4096,ck,7,0,12.3866,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,23.03,1447.39,0.0
gfx950,256,128,4352,4096,ck,17,0,14.242,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,320.42,1366.68,0.0
gfx950,256,4096,4352,4096,ck,13,0,106.0856,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1376.52,662.24,0.0
gfx950,256,8192,4352,4096,cktile,28,0,175.3808,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1665.28,699.53,0.0
gfx950,256,16384,4352,4096,ck,13,0,337.0876,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1732.83,675.02,0.0
gfx950,256,32768,4352,4096,cktile,28,0,623.3898,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1874.0,701.42,0.0
gfx950,256,1,4608,2048,ck,7,0,7.2729,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,2.6,1299.13,0.0
gfx950,256,1,4608,4096,ck,7,0,12.6298,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,2.99,1495.49,0.0
gfx950,256,2,4608,2048,ck,7,0,7.1868,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,5.25,1316.26,0.0
gfx950,256,2,4608,4096,ck,7,0,12.0889,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,6.25,1563.5,0.0
gfx950,256,4,4608,2048,ck,7,0,7.3386,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,10.29,1292.1,0.0
gfx950,256,4,4608,4096,ck,7,0,12.0328,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,12.55,1573.0,0.0
gfx950,256,8,4608,2048,ck,7,0,8.0515,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,18.75,1183.29,0.0
gfx950,256,8,4608,4096,ck,7,0,12.5023,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,24.15,1518.19,0.0
gfx950,256,16,4608,2048,ck,7,0,7.28,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,41.48,1321.07,0.0
gfx950,256,32,4608,2048,ck,7,0,7.7986,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,77.45,1256.33,0.0
gfx950,256,64,4608,2048,ck,6,0,8.0492,a8w8_blockscale_bpreshuffle_1x128x128_256x16x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,150.07,1262.0,0.0
gfx950,256,64,4608,4096,ck,12,0,12.3488,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,195.64,1597.43,0.0
gfx950,256,128,4608,2048,ck,12,0,9.9319,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,243.25,1095.36,0.0
gfx950,256,128,4608,4096,ck,17,0,14.1511,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,341.45,1454.18,0.0
gfx950,256,256,4608,2048,ck,10,0,11.8567,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,407.52,1039.14,0.0214
gfx950,256,512,4608,2048,ck,2,0,16.4601,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,587.1,923.71,0.0
gfx950,256,512,4608,4096,ck,2,0,27.5561,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,701.38,932.28,0.0
gfx950,256,4096,4608,2048,ck,13,0,63.8104,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1211.55,870.93,0.0
gfx950,256,4096,4608,4096,ck,13,0,107.8779,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1433.28,680.4,0.0
gfx950,256,8192,4608,2048,ck,13,0,112.5915,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1373.27,903.37,0.0
gfx950,256,8192,4608,4096,cktile,11,0,186.7698,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1655.72,684.94,0.0
gfx950,256,16384,4608,2048,ck,13,0,201.776,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1532.58,961.4,0.0
gfx950,256,16384,4608,4096,cktile,28,0,334.3939,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1849.54,708.68,0.0
gfx950,256,32768,4608,2048,ck,13,0,393.975,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1569.83,960.81,0.0
gfx950,256,32768,4608,4096,cktile,26,0,663.6484,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,1863.86,685.73,0.0
gfx950,256,1,5120,4096,ck,7,0,12.5628,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,3.34,1670.48,0.0
gfx950,256,2,5120,4096,ck,7,0,12.6056,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,6.65,1665.94,0.0
gfx950,256,4,5120,4096,ck,7,0,12.4987,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,13.42,1682.48,0.0
gfx950,256,8,5120,4096,ck,7,0,12.6201,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,26.59,1670.84,0.0
gfx950,256,16,5120,4096,ck,7,0,11.5666,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,58.02,1832.94,0.0
gfx950,256,64,5120,4096,ck,12,0,12.4509,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,215.6,1758.03,0.0
gfx950,256,8192,5120,4096,ck,13,0,204.8152,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1677.6,675.79,0.0
gfx950,256,16384,5120,4096,cktile,27,0,385.5837,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,1782.22,663.55,0.0
gfx950,256,32768,5120,4096,ck,13,0,739.9087,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1857.51,663.24,0.0
gfx950,256,1,6144,2048,ck,7,0,7.3195,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,3.44,1721.05,0.0
gfx950,256,2,6144,2048,ck,7,0,7.1674,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,7.02,1759.58,0.0
gfx950,256,4,6144,2048,ck,7,0,7.1261,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,14.13,1773.8,0.0
gfx950,256,8,6144,2048,ck,7,0,7.5622,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,26.62,1679.09,0.0
gfx950,256,16,6144,2048,ck,7,0,6.7048,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,60.05,1910.91,0.0
gfx950,256,32,6144,2048,ck,7,0,7.3345,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,109.8,1778.13,0.0
gfx950,256,64,6144,2048,ck,12,0,7.9158,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,203.47,1705.5,0.0
gfx950,256,128,6144,2048,ck,11,0,9.8743,a8w8_blockscale_bpreshuffle_1x128x128_256x32x128x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,326.22,1460.15,0.0
gfx950,256,256,6144,2048,asm,2,1,12.3587,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,521.29,1315.1,0.0
gfx950,256,2048,6144,2048,ck,13,0,44.574,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1156.27,940.98,0.0
gfx950,256,4096,6144,2048,ck,13,0,77.4893,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1330.24,920.17,0.0
gfx950,256,8192,6144,2048,ck,13,0,141.6849,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1455.05,917.69,0.0
gfx950,256,16384,6144,2048,ck,13,0,269.0614,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1532.43,919.73,0.0
gfx950,256,32768,6144,2048,ck,13,0,513.6492,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1605.44,939.06,0.0
gfx950,256,1,8704,4096,ck,7,0,13.7475,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,5.19,2594.88,0.0
gfx950,256,2,8704,4096,ck,7,0,13.6679,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,10.43,2611.56,0.0
gfx950,256,4,8704,4096,ck,7,0,13.4692,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,21.18,2653.28,0.0
gfx950,256,8,8704,4096,ck,7,0,13.631,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,41.85,2628.1,0.0
gfx950,256,16,8704,4096,ck,7,0,12.7393,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,89.55,2825.56,0.0
gfx950,256,32,8704,4096,ck,12,0,13.6491,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,167.17,2662.43,0.0
gfx950,256,64,8704,4096,ck,17,0,15.4234,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,295.88,2400.76,0.0
gfx950,256,128,8704,4096,ck,10,0,21.5622,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,423.28,1781.08,0.0226
gfx950,256,2048,8704,4096,ck,13,0,109.9061,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1328.67,725.09,0.0
gfx950,256,4096,8704,4096,cktile,26,0,174.8011,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,1670.8,707.84,0.0
gfx950,256,8192,8704,4096,ck,13,0,331.6284,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1761.36,638.7,0.0
gfx950,256,16384,8704,4096,cktile,26,0,625.4187,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,1867.92,620.34,0.0
gfx950,256,32768,8704,4096,cktile,26,0,1226.8874,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,1904.38,603.39,0.0
gfx950,256,1,9216,2048,ck,7,0,7.7848,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,4.85,2427.15,0.0
gfx950,256,2,9216,2048,ck,7,0,7.4372,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,10.15,2543.34,0.0
gfx950,256,4,9216,2048,ck,7,0,7.6309,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,19.79,2484.15,0.0
gfx950,256,8,9216,2048,ck,7,0,7.5793,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,39.84,2511.87,0.0
gfx950,256,16,9216,2048,ck,7,0,7.387,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,81.76,2599.44,0.0
gfx950,256,32,9216,2048,ck,12,0,8.5062,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,142.01,2295.94,0.0
gfx950,256,64,9216,2048,ck,12,0,10.1168,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,238.8,1995.2,0.0
gfx950,256,128,9216,2048,asm,1,1,11.6291,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,415.5,1848.45,0.0
gfx950,256,256,9216,2048,ck,2,0,16.9832,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,569.01,1420.07,0.0
gfx950,256,1024,9216,2048,cktile,11,0,37.0975,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1041.98,1074.09,0.0
gfx950,256,2048,9216,2048,ck,13,0,66.817,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1157.03,910.21,0.0
gfx950,256,8192,9216,2048,ck,13,0,206.2058,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1499.66,905.15,0.0
gfx950,256,16384,9216,2048,ck,13,0,387.8534,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1594.61,913.8,0.0
gfx950,256,32768,9216,2048,ck,13,0,741.7658,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1667.58,930.16,0.0
gfx950,256,1,10240,4096,ck,7,0,14.125,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,5.94,2971.16,0.0
gfx950,256,2,10240,4096,ck,7,0,14.5233,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,11.55,2891.37,0.0
gfx950,256,4,10240,4096,ck,7,0,14.1213,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,23.76,2977.16,0.0
gfx950,256,8,10240,4096,ck,7,0,14.1235,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,47.52,2983.65,0.0
gfx950,256,16,10240,4096,ck,7,0,12.8523,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,104.43,3294.06,0.0
gfx950,256,32,10240,4096,ck,12,0,14.0676,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,190.82,3037.44,0.0
gfx950,256,64,10240,4096,ck,17,0,16.0505,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,334.49,2711.19,0.0
gfx950,256,4096,10240,4096,ck,13,0,205.6209,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1671.02,693.54,0.0
gfx950,256,8192,10240,4096,cktile,26,0,376.1269,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,1827.03,646.78,0.0
gfx950,256,16384,10240,4096,cktile,27,0,704.2104,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,1951.67,631.34,0.0
gfx950,256,1,12288,2048,ck,7,0,8.545,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,5.89,2948.21,0.0
gfx950,256,4,12288,2048,ck,7,0,8.6807,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,23.19,2911.32,0.0
gfx950,256,8,12288,2048,ck,7,0,8.4403,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,47.71,3006.86,0.0
gfx950,256,16,12288,2048,ck,7,0,7.8145,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,103.05,3274.91,0.0
gfx950,256,128,12288,2048,ck,12,0,13.0547,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,493.5,2188.77,0.0
gfx950,256,2048,12288,2048,ck,13,0,79.2269,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1301.06,1005.87,0.0
gfx950,256,4096,12288,2048,ck,13,0,143.8759,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1432.89,932.87,0.0
gfx950,256,8192,12288,2048,ck,13,0,266.9287,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1544.67,911.37,0.0
gfx950,256,16384,12288,2048,ck,13,0,504.5565,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1634.37,914.41,0.0
